provinsi,kabupaten,tahun,indeks_pembangunan_manusia,angka_harapan_hidup_laki,angka_harapan_hidup_perempuan,rerata_lama_sekolah_laki,rerata_lama_sekolah_perempuan,harapan_lama_sekolah,pengeluaran_per_kapita
KALIMANTANSELATAN,BaritoKuala,2015,63.53,63.05,66.73,7.2,6.14,"11,72",9062
KALIMANTANSELATAN,Tapin,2015,67.67,67.49,71.34,8.24,6.88,"11,21",10905
KALIMANTANSELATAN,HuluSungaiSelatan,2015,66.31,62.26,65.91,7.95,7.41,"11,83",11161
KALIMANTANSELATAN,HuluSungaiTengah,2015,66.56,62.92,66.6,7.86,7.19,"11,94",11142
KALIMANTANSELATAN,HuluSungaiUtara,2015,62.49,60.65,64.21,7.56,6.6,"12,78",8298
KALIMANTANSELATAN,Tabalong,2015,69.35,67.76,71.62,8.98,7.49,"12,32",10171
KALIMANTANSELATAN,TanahBumbu,2015,67.58,67.22,71.06,08.04,6.76,"11,42",10781
KALIMANTANSELATAN,Balangan,2015,65.34,65.01,68.79,7.48,5.88,"11,48",10736
KALIMANTANSELATAN,KotaBanjarmasin,2015,75.41,68.34,72.2,11.04,9.16,"13,76",12834
KALIMANTANSELATAN,KotaBanjarBaru,2015,77.56,69.34,73.27,11.33,10.26,"14,75",12467
KALIMANTANTIMUR,KALIMANTANTIMUR,2015,74.17,71.82,75.59,9.57,8.68,"13,18",11229
KALIMANTANTIMUR,Paser,2015,70.3,69.99,73.86,8.56,7.44,"12,65",9900
KALIMANTANTIMUR,KutaiBarat,2015,69.34,70.24,74.11,8.77,7.55,"12,3",9380
KALIMANTANTIMUR,KutaiKartanegara,2015,71.78,69.62,73.47,09.04,7.94,"13,25",10250
KALIMANTANTIMUR,KutaiTimur,2015,70.76,70.38,74.29,8.83,8.19,"12,43",9704
KALIMANTANTIMUR,Berau,2015,72.72,69.33,73.18,09.08,8.12,"13,17",11572
KALIMANTANTIMUR,PenajamPaserUtara,2015,69.26,69.22,73.04,8.15,7.18,"12,02",10913
KALIMANTANTIMUR,MahakamUlu,2015,64.89,69.14,73.03,8.86,6.88,"12,03",7162
KALIMANTANTIMUR,KotaBalikpapan,2015,78.18,71.93,75.86,11.04,9.87,"13,46",13705
KALIMANTANTIMUR,KotaSamarinda,2015,78.69,71.62,75.57,10.65,9.67,"14,17",13825
KALIMANTANTIMUR,KotaBontang,2015,78.78,71.68,75.61,11.03,9.93,"12,77",15980
KALIMANTANUTARA,KALIMANTANUTARA,2015,68.76,70.47,74.28,9.12,8.25,"12,54",8354
KALIMANTANUTARA,Malinau,2015,70.15,71.01,71.44,8.84,7.57,"13,23",9415
KALIMANTANUTARA,Bulungan,2015,69.37,71.24,73.25,8.93,7.95,"12,56",8877
KALIMANTANUTARA,TanaTidung,2015,64.92,70.2,71.32,8.16,7.24,"12,16",6807
KALIMANTANUTARA,Nunukan,2015,63.35,70.35,71.95,8.16,7.2,"12,41",6199
KALIMANTANUTARA,KotaTarakan,2015,74.7,73.09,73.83,10.42,9.5,"13,41",10642
SULAWESIUTARA,SULAWESIUTARA,2015,70.39,69.08,72.98,8.9,8.86,"12,43",9729
SULAWESIUTARA,BolaangMongondow,2015,65.03,66.46,70.27,7.27,6.81,"10,94",9369
SULAWESIUTARA,Minahasa,2015,73.59,68.35,72.24,9.4,9.69,"13,53",11405
SULAWESIUTARA,KepulauanSangihe,2015,67.56,67.19,71.05,7.13,7.92,"11,45",10536
SULAWESIUTARA,KepulauanTalaud,2015,66.92,67.35,71.2,09.02,8.63,"11,86",8008
SULAWESIUTARA,MinahasaSelatan,2015,69.18,67.12,70.97,9.22,8.55,"11,44",10674
SULAWESIUTARA,MinahasaUtara,2015,71.09,68.78,72.69,9.28,9.18,"12,12",10410
SULAWESIUTARA,BolaangMongondowUtara,2015,64.46,64.9,68.66,07.06,7.6,"11,85",8212
SULAWESIUTARA,SiauTagulandangBiaro,2015,65,67.61,71.48,8.26,8.42,"11,06",7537
SULAWESIUTARA,MinahasaTenggara,2015,68.05,67.49,71.36,8.6,8.36,"11,5",9679
SULAWESIUTARA,BolaangMongondowSelatan,2015,63.72,62.09,65.75,7.97,7.46,"12,2",8242
SULAWESIUTARA,BolaangMongondowTimur,2015,63.81,65.26,69.04,7.51,7.1,"11,45",8025
SULAWESIUTARA,KotaManado,2015,77.32,69.26,73.19,11.44,10.62,"13,83",12933
SULAWESIUTARA,KotaBitung,2015,71.64,68.46,72.34,9.39,9.18,"11,77",11513
SULAWESIUTARA,KotaTomohon,2015,74.36,68.93,72.84,9.93,10.3,"14,14",10469
SULAWESIUTARA,KotaKotamobagu,2015,70.7,67.65,71.52,9.93,9,"12,33",9743
SULAWESITENGAH,SULAWESITENGAH,2015,66.76,65.34,69.26,8.27,7.66,"12,72",8768
SULAWESITENGAH,BanggaiKepulauan,2015,62.97,62.46,66.13,8.2,7.24,"12,71",7161
SULAWESITENGAH,Banggai,2015,67.44,67.94,71.81,8.11,7.32,"12,33",8895
SULAWESITENGAH,Morowali,2015,69.12,66.1,69.91,9.29,08.01,"12,63",10245
SULAWESITENGAH,Poso,2015,68.13,68.09,71.97,8.67,8.44,"13,15",7971
SULAWESITENGAH,Donggala,2015,63.82,63.87,67.6,8.44,6.71,"12,42",7407
SULAWESITENGAH,ToliToli,2015,62.72,62.07,65.74,7.94,7.47,"12,67",7156
SULAWESITENGAH,Buol,2015,65.61,64.93,68.69,8.45,8.18,"13,04",7475
SULAWESITENGAH,ParigiMoutong,2015,62.79,61.3,64.94,07.09,6.32,"11,84",9150
SULAWESITENGAH,TojoUnaUna,2015,61.33,62.07,65.73,7.66,7.62,"11,31",7171
SULAWESITENGAH,Sigi,2015,65.35,66.69,70.52,8.46,7.6,"12,3",7376
SULAWESITENGAH,BanggaiLaut,2015,62.9,61.6,65.24,8.15,7.52,"12,58",7406
SULAWESITENGAH,MorowaliUtara,2015,66,66.34,70.14,8.32,7.98,"11,69",8422
SULAWESITENGAH,KotaPalu,2015,79.63,67.94,71.81,11.62,10.85,"15,52",14545
SULAWESISELATAN,SULAWESISELATAN,2015,69.15,67.89,71.8,7.97,7.34,"12,99",9992
SULAWESISELATAN,KepulauanSelayar,2015,64.32,65.75,69.54,7.64,6.88,"12,29",7793
SULAWESISELATAN,Bulukumba,2015,65.58,64.78,68.54,7.11,6.52,"12,32",9777
SULAWESISELATAN,Bantaeng,2015,66.2,67.82,71.6,6.7,6.12,"11,67",10467
SULAWESISELATAN,Jeneponto,2015,61.61,63.57,67.29,06.04,5.52,"11,7",8489
SULAWESISELATAN,Takalar,2015,64.07,64.27,68.01,6.88,6.32,"11,61",9423
SULAWESISELATAN,Gowa,2015,66.87,67.9,71.76,7.42,07.09,"12,74",8578
SULAWESISELATAN,Sinjai,2015,64.48,64.53,68.28,7.25,6.86,"12,34",8433
SULAWESISELATAN,Maros,2015,67.13,66.61,70.38,7.73,6.69,"12,67",9468
SULAWESISELATAN,PangkajenedanKepulauan,2015,66.65,63.75,67.47,7.83,6.89,"12,38",10517
SULAWESISELATAN,Barru,2015,68.64,66.07,69.87,7.97,7.3,"13,53",9811
SULAWESISELATAN,Bone,2015,63.11,64.09,67.82,6.8,6.35,"12,41",7930
SULAWESISELATAN,Soppeng,2015,65.33,66.55,70.39,7.18,6.95,"11,81",8835
SULAWESISELATAN,Wajo,2015,66.9,64.31,68.05,07.08,5.91,"13,07",11047
SULAWESISELATAN,SidenrengRappang,2015,69,66.61,70.42,7.76,6.93,"12,88",11004
SULAWESISELATAN,Pinrang,2015,69.24,66.47,70.28,08.02,6.81,"13,17",10791
SULAWESISELATAN,Enrekang,2015,70.03,68.31,72.2,8.51,7.63,"13,3",9818
SULAWESISELATAN,Luwu,2015,68.11,67.47,71.31,7.84,7.54,"12,88",9160
SULAWESISELATAN,TanaToraja,2015,65.75,70.37,74.33,8.47,7.51,"13,23",6273
SULAWESISELATAN,LuwuUtara,2015,67.44,65.46,69.24,7.65,6.76,"12,11",10697
SULAWESISELATAN,LuwuTimur,2015,70.43,67.66,71.52,8.54,7.53,"12,36",11926
SULAWESISELATAN,TorajaUtara,2015,66.76,70.76,74.73,8.35,7.48,"12,95",7033
SULAWESISELATAN,KotaMakasar,2015,79.94,69.48,73.32,11.05,10.52,"14,76",15669
SULAWESISELATAN,KotaParepare,2015,76.31,68.58,72.48,10.28,9.67,"14,44",12817
SULAWESISELATAN,KotaPalopo,2015,76.27,68.23,72.08,10.49,9.92,"15,02",12005
SULAWESITENGGARA,SULAWESITENGGARA,2015,68.75,68.5,72.46,8.79,7.7,"13,07",8697
SULAWESITENGGARA,Buton,2015,62.78,65.22,68.99,8.88,5.88,"12,81",6829
SULAWESITENGGARA,Muna,2015,65.99,67.78,71.63,9,6.45,"12,89",7742
SULAWESITENGGARA,Konawe,2015,69.56,67.48,71.31,9.33,8.32,"12,95",9471
SULAWESITENGGARA,Kolaka,2015,70.47,67.92,71.76,8.57,7.94,"11,91",11942
SULAWESITENGGARA,KonaweSelatan,2015,66.32,67.89,71.74,7.97,7.15,"11,9",8386
SULAWESITENGGARA,Bombana,2015,63.65,65.68,69.45,08.09,6.96,"11,79",7392
SULAWESITENGGARA,Wakatobi,2015,67.22,67.51,71.35,8.31,7.15,"12,82",8484
SULAWESITENGGARA,KolakaUtara,2015,66.9,67.52,71.35,7.9,7.24,"11,64",9535
SULAWESITENGGARA,ButonUtara,2015,65.23,68.37,72.24,8.59,7.24,"12,27",6998
SULAWESITENGGARA,KonaweUtara,2015,66.44,66.64,70.44,8.74,7.67,"11,65",8619
SULAWESITENGGARA,KolakaTimur,2015,62.74,69.5,73.4,6.67,5.65,"11,06",7157
SULAWESITENGGARA,KonaweKepulauan,2015,61.72,65.91,69.69,9.51,7.83,"10,46",6093
SULAWESITENGGARA,MunaBarat,2015,62.29,67.78,71.63,6.87,5.58,"11,62",7063
SULAWESITENGGARA,ButonTengah,2015,62.13,65.22,68.99,7.3,4.4,"12,3",6759
SULAWESITENGGARA,ButonSelatan,2015,62,65.22,68.99,07.02,5.89,"12,53",6715
SULAWESITENGGARA,KotaKendari,2015,81.43,70.9,74.86,12.1,10.78,"16,04",13558
SULAWESITENGGARA,KotaBaubau,2015,73.59,68.45,72.32,10.43,9.4,"14,77",9852
GORONTALO,GORONTALO,2015,65.86,65.2,69.14,6.76,7.34,"12,7",9035
GORONTALO,Boalemo,2015,62.86,65.57,69.31,5.69,6.31,"12,07",7817
GORONTALO,Gorontalo,2015,63.63,64.71,68.43,6.2,6.87,"11,99",8398
GORONTALO,Pohuwato,2015,62.5,60.59,64.16,6.47,6.72,"12,03",9146
GORONTALO,BoneBolango,2015,66.83,65.67,69.42,07.01,08.07,"12,76",8900
GORONTALO,GorontaloUtara,2015,62.55,63.1,66.76,6.26,6.95,"11,96",8178
GORONTALO,KotaGorontalo,2015,75.62,69.69,73.59,10.23,10.36,"14,18",11269
SULAWESIBARAT,SULAWESIBARAT,2015,62.96,62.36,66.18,7.33,6.71,"12,22",8260
SULAWESIBARAT,Majene,2015,64.4,58.71,62.22,8.28,7.54,"13,52",9227
SULAWESIBARAT,PolewaliMandar,2015,60.87,59.72,63.26,07.03,6.3,"12,83",7331
SULAWESIBARAT,Mamasa,2015,63.17,68.4,72.23,7.68,6.54,"11,31",7102
SULAWESIBARAT,Mamuju,2015,65.09,64.46,68.18,7.66,6.67,"12,95",8557
SULAWESIBARAT,MamujuUtara/Pasangkayu,2015,64.69,63.05,66.71,7.65,7.17,"11,21",10150
SULAWESIBARAT,MamujuTengah,2015,62.22,65.27,69.01,7.12,6.57,"11,36",7404
MALUKU,MALUKU,2015,67.05,63.41,67.28,9.42,8.91,"13,56",8026
MALUKU,MalukuTenggaraBarat/KepulauanTanimbar,2015,60.26,60.93,64.55,09.04,8.95,"11,82",5697
MALUKU,MalukuTenggara,2015,63.35,62.38,66.07,9.79,8.85,"12,07",6851
MALUKU,MalukuTengah,2015,68.85,63.86,67.61,9.23,8.81,"13,56",9578
MALUKU,Buru,2015,65.75,63.67,67.41,8.39,6.87,"12,25",9615
MALUKU,KepulauanAru,2015,60.5,60.12,63.72,8.39,7.85,"11,18",6941
MALUKU,SeramBagianBarat,2015,63.02,58.68,62.23,8.85,7.68,"12,84",7921
MALUKU,SeramBagianTimur,2015,60.27,56.32,59.78,7.94,6.26,"11,74",8615
MALUKU,MalukuBaratDaya,2015,58.64,59.29,62.86,7.93,7.3,"11,55",6189
MALUKU,BuruSelatan,2015,61.48,63.54,67.28,7.95,5.96,"11,82",7026
MALUKU,KotaAmbon,2015,79.3,67.56,71.45,11.71,11.56,"15,89",13318
MALUKU,KotaTual,2015,65.2,62.17,65.85,10.31,9.56,"13,86",6683
MALUKUUTARA,MALUKUUTARA,2015,65.91,65.5,69.48,8.91,7.8,"13,1",7423
MALUKUUTARA,HalmaheraBarat,2015,62.97,63.44,67.16,8.51,7.39,"12,61",6889
MALUKUUTARA,HalmaheraTengah,2015,62.07,60.74,64.35,8.62,7.71,"12,29",7359
MALUKUUTARA,KepulauanSula,2015,60.5,60.53,64.14,8.62,7.8,"11,83",6545
MALUKUUTARA,HalmaheraSelatan,2015,61.26,63.12,66.83,7.79,6.54,"11,91",6791
MALUKUUTARA,HalmaheraUtara,2015,65.04,66.79,70.63,8.79,7.38,"12,69",6957
MALUKUUTARA,HalmaheraTimur,2015,63.99,65.54,69.33,8.26,7.25,"12,09",7410
MALUKUUTARA,PulauMorotai,2015,59.27,64.06,67.8,7.61,06.07,"11,59",5809
MALUKUUTARA,PulauTaliabu,2015,58.26,59.23,62.81,7.76,07.03,"11,48",6158
MALUKUUTARA,KotaTernate,2015,77.64,68.09,71.94,11.72,10.55,"15,05",12529
MALUKUUTARA,KotaTidoreKepulauan,2015,67.45,66.49,70.24,9.62,8.74,"13,27",7631
PAPUABARAT,PAPUABARAT,2015,61.73,63.31,67.15,9.79,6.71,"12,06",7064
PAPUABARAT,Fakfak,2015,64.92,65.79,69.54,9.98,7.21,"13,26",6796
PAPUABARAT,Kaimana,2015,61.33,61.78,65.35,9.45,6.39,"11,23",7341
PAPUABARAT,TelukWondama,2015,56.64,56.9,60.33,8.94,6.41,"10,33",7317
PAPUABARAT,TelukBintuni,2015,61.09,57.36,60.79,8.68,7.44,"11,3",9129
PAPUABARAT,Manokwari,2015,69.91,65.77,69.49,11.06,7.52,"13,38",11328
PAPUABARAT,SorongSelatan,2015,58.6,63.49,67.14,9.53,6.69,"11,71",5550
PAPUABARAT,Sorong,2015,61.86,63.38,67.04,8.44,6.92,"12,6",6457
PAPUABARAT,RajaAmpat,2015,61.23,62.19,65.82,8.77,6.93,"11,44",7191
PAPUABARAT,Tambrauw,2015,49.77,57.24,60.69,6.91,04.03,"10,8",4431
PAPUABARAT,Maybrat,2015,55.78,62.84,66.38,8.6,5.65,"12,21",4576
PAPUABARAT,ManokwariSelatan,2015,56.59,64.76,68.5,9.36,5.23,"12,19",4578
PAPUABARAT,PegununganArfak,2015,53.73,64.54,68.35,8.95,04.06,"11,06",4570
PAPUABARAT,KotaSorong,2015,75.91,67.08,70.88,11.25,10.66,"13,99",12590
PAPUA,PAPUA,2015,57.25,63.3,66.97,6.85,05.02,"9,95",6469
PAPUA,Merauke,2015,67.75,64.69,68.23,8.59,7.85,"12,47",9953
PAPUA,Jayawijaya,2015,54.18,56.54,59.95,6.51,3.88,"10,82",7068
PAPUA,Jayapura,2015,70.04,64.52,68.03,9.9,8.58,"13,79",9622
PAPUA,Nabire,2015,66.49,65.57,69.22,10.28,8.49,"10,62",8725
PAPUA,KepulauanYapen,2015,65.28,66.72,70.5,9.54,7.77,"11,51",7320
PAPUA,BiakNumfor,2015,70.85,65.92,69.67,10.35,8.88,"13,44",9603
PAPUA,Paniai,2015,54.2,63.7,67.09,3.91,2.47,"10,31",6161
PAPUA,PuncakJaya,2015,44.87,62.41,65.84,5.27,2.6,"5,97",4979
PAPUA,Mimika,2015,70.89,69.88,73.82,9.69,8.96,"10,78",10952
PAPUA,BovenDigoel,2015,59.02,56.5,59.91,8.16,6.9,"10,96",7717
PAPUA,Mappi,2015,56.11,62.23,65.7,6.61,5.27,"10,42",5780
PAPUA,Asmat,2015,46.62,53.79,57.11,5.17,3.79,"7,57",5533
PAPUA,Yahukimo,2015,46.63,63.16,66.85,5.73,1.63,"7,48",4109
PAPUA,PegununganBintang,2015,40.91,62,65.46,3.73,1.89,"4,85",5176
PAPUA,Tolikara,2015,46.38,62.92,66.69,4.31,1.38,"7,68",4518
PAPUA,Sarmi,2015,60.99,63.73,67.53,8.92,07.01,"10,91",6379
PAPUA,Keerom,2015,63.43,64.31,67.78,08.06,5.69,"11,55",8609
PAPUA,Waropen,2015,62.35,63.78,67.61,9.16,7.84,"12,34",6070
PAPUA,Supiori,2015,60.09,63.3,67.09,8.66,6.94,"12,69",5180
PAPUA,MamberamoRaya,2015,48.29,54.84,58.2,4.82,3.21,"10,65",4324
PAPUA,Nduga,2015,25.47,52.42,55.68,0.9,0.56,"2,17",3625
PAPUA,LannyJaya,2015,44.18,62.97,66.61,3.96,1.14,"7,45",3965
PAPUA,MamberamoTengah,2015,43.55,60.88,64.46,04.07,1.49,"7,65",4051
PAPUA,Yalimo,2015,44.32,63.04,66.6,3.97,2,"7,71",4321
PAPUA,Puncak,2015,39.41,63.3,66.77,2,0.52,"4,47",5118
PAPUA,Dogiyai,2015,52.78,62.94,66.7,5.36,04.04,"9,58",5120
PAPUA,IntanJaya,2015,44.35,63.16,66.71,4.15,1.29,"6,28",5015
PAPUA,Deiyai,2015,48.28,62.53,66.29,3.91,1.62,"9,76",4320
PAPUA,KotaJayapura,2015,78.05,68.03,71.81,11.36,10.82,"14,16",14249
INDONESIA,INDONESIA,2015,69.55,68.93,72.78,8.35,7.35,"12,55",10150
ACEH,ACEH,2014,68.81,67.44,71.34,9.12,8.33,"13,53",8297
ACEH,Simeulue,2014,62.18,62.34,66.04,9.6,8.13,"12,75",5956
ACEH,AcehSingkil,2014,65.27,64.99,68.78,8.29,6.66,"14,05",7221
ACEH,AcehSelatan,2014,62.35,61.31,64.97,08.09,7.25,"13,05",7003
ACEH,AcehTenggara,2014,65.9,65.12,68.92,9.79,8.6,"13,59",6949
ACEH,AcehTimur,2014,63.57,66.09,69.94,7.62,6.87,"11,83",7288
ACEH,AcehTengah,2014,70.96,66.4,70.24,9.63,9.15,"14,11",9435
ACEH,AcehBarat,2014,67.31,65.36,69.16,9,7.39,"14,35",7771
ACEH,AcehBesar,2014,71.06,67.45,71.33,10.08,9.17,"14,35",8622
ACEH,Pidie,2014,67.87,64.34,68.11,9.29,08.02,"13,5",9182
ACEH,Bireuen,2014,68.71,68.34,72.25,8.99,8.73,"14,25",7319
ACEH,AcehUtara,2014,65.93,66.45,70.29,8.52,7.57,"13,99",6838
ACEH,AcehBaratDaya,2014,63.08,61.83,65.5,8.18,7.62,"13,11",7059
ACEH,GayoLues,2014,63.34,62.53,66.23,08.05,06.08,"13,03",7742
ACEH,AcehTamiang,2014,66.09,66.69,70.54,8.34,7.65,"13,27",7569
ACEH,NaganRaya,2014,65.58,66.32,70.16,8.75,7.82,"13,42",7084
ACEH,AcehJaya,2014,67.3,64.53,68.31,8.52,7.44,"13,81",8721
ACEH,BenerMeriah,2014,70,66.66,70.51,9.1,8.9,"13,02",9721
ACEH,PidieJaya,2014,69.89,67.14,71.01,8.97,7.73,"14,03",9260
ACEH,KotaBandaAceh,2014,82.22,68.78,72.7,12.59,12.15,"16,36",14766
ACEH,KotaSabang,2014,71.5,67.54,71.43,10.56,10.13,"12,39",9823
ACEH,KotaLangsa,2014,73.81,66.8,70.66,10.52,10.14,"14,58",10284
ACEH,KotaLhokseumawe,2014,74.44,68.6,72.52,10.87,9.72,"15,11",9678
ACEH,KotaSubulussalam,2014,60.39,60.99,64.64,8,6.25,"13,3",6326
SUMATERAUTARA,SUMATERAUTARA,2014,68.87,66.16,70.01,9.33,8.55,"12,61",9391
SUMATERAUTARA,Nias,2014,57.98,66.91,70.72,6.25,3.49,"11,45",5980
SUMATERAUTARA,MandailingNatal,2014,63.42,59.37,62.89,7.72,7.33,"12,57",9040
SUMATERAUTARA,TapanuliSelatan,2014,67.22,61.29,64.88,8.63,7.85,"13,04",10593
SUMATERAUTARA,TapanuliTengah,2014,66.16,64.61,68.32,08.04,7.45,"12,21",9489
SUMATERAUTARA,TapanuliUtara,2014,70.7,65.32,69.07,9.55,8.58,"13,14",10964
SUMATERAUTARA,TobaSamosir/Toba,2014,72.79,67.08,70.89,10.41,9.59,"13,16",11250
SUMATERAUTARA,LabuhanBatu,2014,70.06,67.3,71.11,9,8.46,"12,56",10325
SUMATERAUTARA,Asahan,2014,67.51,65.35,69.09,8.4,7.72,"12,15",9988
SUMATERAUTARA,Simalungun,2014,70.89,68.26,72.12,8.97,8.55,"12,63",10597
SUMATERAUTARA,Dairi,2014,67.91,65.55,69.3,8.92,8.3,"12,05",9642
SUMATERAUTARA,Karo,2014,71.84,68.44,72.3,9.37,9.26,"11,89",11548
SUMATERAUTARA,DeliSerdang,2014,71.98,68.82,72.69,10.09,9.1,"12,11",11065
SUMATERAUTARA,Langkat,2014,68,65.4,69.15,8.27,7.44,"12,69",10062
SUMATERAUTARA,NiasSelatan,2014,57.78,65.23,68.97,5.64,3.67,"11,48",6329
SUMATERAUTARA,HumbangHasundutan,2014,65.59,65.86,69.63,9.49,8.21,"13,13",6736
SUMATERAUTARA,PakpakBharat,2014,65.06,62.6,66.24,8.89,7.91,"13,78",7364
SUMATERAUTARA,Samosir,2014,67.8,67.69,71.52,9.19,8.13,"13,39",7667
SUMATERAUTARA,SerdangBedagai,2014,67.78,65.34,69.09,8.36,7.54,"12,29",10042
SUMATERAUTARA,BatuBara,2014,65.5,63.6,67.28,08.06,7.26,"11,94",9370
SUMATERAUTARA,PadangLawasUtara,2014,66.5,64.49,68.2,8.82,8.2,"11,84",9171
SUMATERAUTARA,PadangLawas,2014,65.5,64.1,67.8,8.44,8,"12,9",7910
SUMATERAUTARA,LabuhanBatuSelatan,2014,68.59,66.13,69.9,9.18,8.37,"11,88",10111
SUMATERAUTARA,LabuhanBatuUtara,2014,69.15,66.55,70.34,8.6,7.93,"11,8",11147
SUMATERAUTARA,NiasUtara,2014,59.18,66.54,70.33,7.22,5,"11,86",5580
SUMATERAUTARA,NiasBarat,2014,57.54,65.71,69.47,7.38,4.4,"11,87",5156
SUMATERAUTARA,KotaSibolga,2014,71.01,65.47,69.22,10,9.44,"12,76",10623
SUMATERAUTARA,KotaTanjungBalai,2014,66.05,59.58,63.11,9.19,8.84,"12,25",10133
SUMATERAUTARA,KotaPematangSiantar,2014,75.83,69.67,73.58,10.98,10.55,"13,97",11204
SUMATERAUTARA,KotaTebingTinggi,2014,72.13,68.06,71.9,10.5,9.87,"12,04",10918
SUMATERAUTARA,KotaMedan,2014,78.26,70.16,74.09,11.34,10.58,"13,69",13984
SUMATERAUTARA,KotaBinjai,2014,72.55,69.39,73.28,10.03,9.43,13,10058
SUMATERAUTARA,KotaPadangsidimpuan,2014,71.88,66.33,70.11,10.44,9.83,"13,95",9623
SUMATERAUTARA,KotaGunungsitoli,2014,65.91,68.21,72.06,8.99,6.9,"13,28",6685
SUMATERABARAT,SUMATERABARAT,2014,69.36,66.41,70.31,8.58,8.1,"13,48",9621
SUMATERABARAT,KepulauanMentawai,2014,56.73,61.67,65.32,6.73,5.59,"11,35",5566
SUMATERABARAT,PesisirSelatan,2014,67.75,67.5,71.31,8.44,08.05,"13,02",8368
SUMATERABARAT,Solok,2014,66.44,65.03,68.75,7.79,7.41,"12,53",9228
SUMATERABARAT,Sijunjung,2014,64.95,62.84,66.49,7.71,6.99,"11,91",9726
SUMATERABARAT,TanahDatar,2014,68.51,66.4,70.18,7.86,7.79,"12,82",10014
SUMATERABARAT,PadangPariaman,2014,67.56,65.32,69.05,7.44,6.58,"13,54",9990
SUMATERABARAT,Agam,2014,69.32,68.82,72.67,8.33,08.05,"13,58",8692
SUMATERABARAT,LimaPuluhKota,2014,66.78,67.25,71.05,7.67,7.52,"12,41",8672
SUMATERABARAT,Pasaman,2014,63.33,63.85,67.54,7.83,7.56,"12,69",7058
SUMATERABARAT,SolokSelatan,2014,66.29,64.14,67.83,8.14,7.79,"12,15",9390
SUMATERABARAT,Dharmasraya,2014,69.27,67.79,71.61,8.56,7.94,"12,19",10550
SUMATERABARAT,PasamanBarat,2014,64.56,65.02,68.74,7.69,7.16,"12,29",7897
SUMATERABARAT,KotaPadang,2014,79.83,71.16,75.09,11.09,10.58,"15,2",13387
SUMATERABARAT,KotaSolok,2014,76.2,70.33,74.24,10.66,10.87,"14,26",10927
SUMATERABARAT,KotaSawahLunto,2014,69.61,67.22,71.01,9.52,9.77,"12,68",8780
SUMATERABARAT,KotaPadangPanjang,2014,75.05,70.44,74.34,10.28,11.16,"14,73",9369
SUMATERABARAT,KotaBukittinggi,2014,78.02,71.1,75.03,10.64,10.78,"14,65",12137
SUMATERABARAT,KotaPayakumbuh,2014,76.49,70.42,74.33,9.73,10.06,"14,18",12296
SUMATERABARAT,KotaPariaman,2014,74.66,67.53,71.33,10.02,9.68,"14,48",11541
RIAU,RIAU,2014,70.33,68.88,72.73,8.79,8.14,"12,45",10262
RIAU,KuantanSingingi,2014,67.47,65.69,69.49,8.66,7.68,"11,96",9719
RIAU,IndragiriHulu,2014,67.11,67.65,71.51,7.91,7.15,"11,51",9726
RIAU,IndragiriHilir,2014,63.8,64.59,68.36,7.16,6.45,"10,67",9738
RIAU,Pelalawan,2014,68.67,68.13,72.01,8.28,7.3,"11,02",11391
RIAU,Siak,2014,71.45,68.54,72.43,9.25,8.82,"11,81",11531
RIAU,Kampar,2014,70.72,67.81,71.68,8.99,8.26,"12,72",10651
RIAU,RokanHulu,2014,67.02,66.95,70.79,8.23,7.4,"12,36",8786
RIAU,Bengkalis,2014,70.84,68.38,72.27,9.22,8.44,"12,35",10661
RIAU,RokanHilir,2014,66.22,67.29,71.14,08.01,7.21,"11,42",9051
RIAU,KepulauanMeranti,2014,62.91,64.49,68.26,7.93,6.35,"12,34",6945
RIAU,KotaPekanbaru,2014,78.42,69.54,73.46,11.2,10.68,"14,07",14023
RIAU,KotaDumai,2014,71.86,68.05,71.93,9.88,9.14,"12,4",10870
JAMBI,JAMBI,2014,68.24,68.54,72.41,8.44,7.37,"12,38",9141
JAMBI,Kerinci,2014,67.96,67.23,71.07,8.39,7.27,"13,15",8865
JAMBI,Merangin,2014,66.21,68.91,72.82,7.67,6.43,"11,38",9108
JAMBI,Sarolangun,2014,67.67,66.7,70.53,7.76,6.69,"11,73",10985
JAMBI,BatangHari,2014,67.68,67.66,71.52,8.17,6.72,"12,69",9220
JAMBI,MuaroJambi,2014,65.71,68.7,72.6,8.24,7.42,"12,42",7297
JAMBI,TanjungJabungTimur,2014,59.88,63.42,67.13,6.75,5.72,"10,73",7699
JAMBI,TanjungJabungBarat,2014,64.04,65.51,69.31,7.68,6.85,"11,58",8105
JAMBI,Tebo,2014,66.63,67.66,71.53,8.14,7.15,"11,7",9145
JAMBI,Bungo,2014,67.93,64.75,68.52,8.44,7.19,"12,53",10481
JAMBI,KotaJambi,2014,74.86,70.28,74.23,10.89,10.04,"13,62",10355
JAMBI,KotaSungaiPenuh,2014,72.48,69.49,73.43,10.42,09.03,"14,57",9328
SUMATERASELATAN,SUMATERASELATAN,2014,66.75,67.03,70.91,08.08,7.23,"11,75",9302
SUMATERASELATAN,OganKomeringUlu,2014,66.21,65.64,69.46,8.2,7.61,"11,99",8848
SUMATERASELATAN,OganKomeringIlir,2014,63.87,66.02,69.85,6.94,5.74,"10,78",9517
SUMATERASELATAN,MuaraEnim,2014,65.02,65.73,69.55,08.08,6.4,"11,48",9051
